,Nivel,Cod,EnteFederativo,2018,2019,2020,2021
1260,"""MU""","""2414308""","""Timbaúba dos Batistas (RN)""","""29768""","""33885""","""34565""","""43618"""
1261,"""MU""","""2414407""","""Touros (RN)""","""517008""","""534519""","""610444""","""814845"""
1262,"""MU""","""2414456""","""Triunfo Potiguar (RN)""","""38062""","""38833""","""38496""","""45831"""
1263,"""MU""","""2414506""","""Umarizal (RN)""","""127163""","""136171""","""140766""","""151207"""
1264,"""MU""","""2414605""","""Upanema (RN)""","""186310""","""175253""","""179061""","""214155"""
1265,"""MU""","""2414704""","""Várzea (RN)""","""48135""","""52049""","""55578""","""56556"""
1266,"""MU""","""2414753""","""Venha-Ver (RN)""","""34629""","""38133""","""40803""","""43203"""
1267,"""MU""","""2414803""","""Vera Cruz (RN)""","""108847""","""117249""","""122385""","""133471"""
1268,"""MU""","""2414902""","""Viçosa (RN)""","""17668""","""20700""","""21256""","""23239"""
1269,"""MU""","""2415008""","""Vila Flor (RN)""","""39799""","""43059""","""44401""","""44404"""
1270,"""MU""","""2500106""","""Água Branca (PB)""","""79901""","""82544""","""86556""","""92036"""
1271,"""MU""","""2500205""","""Aguiar (PB)""","""46221""","""50141""","""55808""","""60096"""
1272,"""MU""","""2500304""","""Alagoa Grande (PB)""","""256890""","""276069""","""281480""","""300116"""
1273,"""MU""","""2500403""","""Alagoa Nova (PB)""","""287713""","""325790""","""331770""","""335056"""
1274,"""MU""","""2500502""","""Alagoinha (PB)""","""109852""","""114818""","""122810""","""138510"""
1275,"""MU""","""2500536""","""Alcantil (PB)""","""42363""","""43762""","""47931""","""55097"""
1276,"""MU""","""2500577""","""Algodão de Jandaíra (PB)""","""25659""","""26862""","""26072""","""28629"""
1277,"""MU""","""2500601""","""Alhandra (PB)""","""1704814""","""1887486""","""2216316""","""3399775"""
1278,"""MU""","""2500700""","""São João do Rio do Peixe (PB)""","""185444""","""190655""","""210505""","""225531"""
1279,"""MU""","""2500734""","""Amparo (PB)""","""25508""","""26162""","""27750""","""29433"""
1280,"""MU""","""2500775""","""Aparecida (PB)""","""77956""","""85300""","""89771""","""105226"""
1281,"""MU""","""2500809""","""Araçagi (PB)""","""155362""","""162870""","""170228""","""185877"""
1282,"""MU""","""2500908""","""Arara (PB)""","""100899""","""105690""","""107020""","""112308"""
1283,"""MU""","""2501005""","""Araruna (PB)""","""165478""","""172769""","""185759""","""204298"""
1284,"""MU""","""2501104""","""Areia (PB)""","""234367""","""228778""","""243317""","""257222"""
1285,"""MU""","""2501153""","""Areia de Baraúnas (PB)""","""19976""","""20538""","""22129""","""26095"""
1286,"""MU""","""2501203""","""Areial (PB)""","""52167""","""54729""","""60493""","""62578"""
1287,"""MU""","""2501302""","""Aroeiras (PB)""","""153209""","""145996""","""150935""","""167985"""
1288,"""MU""","""2501351""","""Assunção (PB)""","""37404""","""39255""","""42999""","""48498"""
1289,"""MU""","""2501401""","""Baía da Traição (PB)""","""85945""","""88851""","""94183""","""107854"""
1290,"""MU""","""2501500""","""Bananeiras (PB)""","""238643""","""236497""","""249051""","""278904"""
1291,"""MU""","""2501534""","""Baraúna (PB)""","""41903""","""44410""","""46873""","""49784"""
1292,"""MU""","""2501575""","""Barra de Santana (PB)""","""73460""","""77379""","""81033""","""90801"""
1293,"""MU""","""2501609""","""Barra de Santa Rosa (PB)""","""127061""","""134229""","""138437""","""150845"""
1294,"""MU""","""2501708""","""Barra de São Miguel (PB)""","""59063""","""65331""","""72193""","""84815"""
1295,"""MU""","""2501807""","""Bayeux (PB)""","""1338140""","""1388145""","""1291606""","""1366842"""
1296,"""MU""","""2501906""","""Belém (PB)""","""181127""","""189864""","""204353""","""218067"""
1297,"""MU""","""2502003""","""Belém do Brejo do Cruz (PB)""","""65860""","""68207""","""70188""","""78557"""
1298,"""MU""","""2502052""","""Bernardino Batista (PB)""","""33267""","""36158""","""37576""","""40037"""
1299,"""MU""","""2502102""","""Boa Ventura (PB)""","""43454""","""44105""","""45561""","""51615"""
1300,"""MU""","""2502151""","""Boa Vista (PB)""","""156071""","""145468""","""173207""","""206387"""
1301,"""MU""","""2502201""","""Bom Jesus (PB)""","""27278""","""29363""","""30186""","""32051"""
1302,"""MU""","""2502300""","""Bom Sucesso (PB)""","""41660""","""44332""","""47849""","""54513"""
1303,"""MU""","""2502409""","""Bonito de Santa Fé (PB)""","""91431""","""94660""","""94884""","""96549"""
1304,"""MU""","""2502508""","""Boqueirão (PB)""","""205675""","""216451""","""232197""","""256636"""
1305,"""MU""","""2502607""","""Igaracy (PB)""","""53674""","""55214""","""57595""","""60774"""
1306,"""MU""","""2502706""","""Borborema (PB)""","""59399""","""58351""","""62513""","""69205"""
1307,"""MU""","""2502805""","""Brejo do Cruz (PB)""","""125107""","""128265""","""133695""","""147154"""
1308,"""MU""","""2502904""","""Brejo dos Santos (PB)""","""53817""","""54999""","""57625""","""64311"""
1309,"""MU""","""2503001""","""Caaporã (PB)""","""331124""","""364269""","""475370""","""467127"""
1310,"""MU""","""2503100""","""Cabaceiras (PB)""","""56687""","""58506""","""67973""","""116487"""
1311,"""MU""","""2503209""","""Cabedelo (PB)""","""2732464""","""2921992""","""2741069""","""3152546"""
1312,"""MU""","""2503308""","""Cachoeira dos Índios (PB)""","""111254""","""112016""","""114596""","""124811"""
1313,"""MU""","""2503407""","""Cacimba de Areia (PB)""","""33970""","""34861""","""36585""","""39106"""
1314,"""MU""","""2503506""","""Cacimba de Dentro (PB)""","""128195""","""133639""","""141380""","""154036"""
1315,"""MU""","""2503555""","""Cacimbas (PB)""","""54319""","""57175""","""61659""","""67103"""
1316,"""MU""","""2503605""","""Caiçara (PB)""","""57476""","""59261""","""63863""","""65661"""
1317,"""MU""","""2503704""","""Cajazeiras (PB)""","""1064232""","""1128058""","""1134929""","""1231740"""
1318,"""MU""","""2503753""","""Cajazeirinhas (PB)""","""32677""","""35384""","""37245""","""42009"""
1319,"""MU""","""2503803""","""Caldas Brandão (PB)""","""66658""","""65813""","""69229""","""74706"""
1320,"""MU""","""2503902""","""Camalaú (PB)""","""62808""","""59950""","""65448""","""71642"""
1321,"""MU""","""2504009""","""Campina Grande (PB)""","""9152679""","""9507632""","""10077160""","""10373107"""
1322,"""MU""","""2504033""","""Capim (PB)""","""60017""","""62122""","""71116""","""75638"""
1323,"""MU""","""2504074""","""Caraúbas (PB)""","""36339""","""39057""","""40492""","""42197"""
1324,"""MU""","""2504108""","""Carrapateira (PB)""","""25779""","""27408""","""29054""","""30950"""
1325,"""MU""","""2504157""","""Casserengue (PB)""","""60634""","""61165""","""67366""","""70018"""
1326,"""MU""","""2504207""","""Catingueira (PB)""","""43287""","""45261""","""48565""","""52899"""
1327,"""MU""","""2504306""","""Catolé do Rocha (PB)""","""393493""","""438050""","""456782""","""505607"""
1328,"""MU""","""2504355""","""Caturité (PB)""","""55099""","""52203""","""57238""","""61665"""
1329,"""MU""","""2504405""","""Conceição (PB)""","""170737""","""180181""","""192205""","""209010"""
1330,"""MU""","""2504504""","""Condado (PB)""","""59963""","""60220""","""82288""","""90373"""
1331,"""MU""","""2504603""","""Conde (PB)""","""712621""","""809844""","""890607""","""1286990"""
1332,"""MU""","""2504702""","""Congo (PB)""","""51573""","""51456""","""54649""","""61704"""
1333,"""MU""","""2504801""","""Coremas (PB)""","""150014""","""142401""","""196738""","""249601"""
1334,"""MU""","""2504850""","""Coxixola (PB)""","""20235""","""20762""","""22527""","""24017"""
1335,"""MU""","""2504900""","""Cruz do Espírito Santo (PB)""","""133172""","""151570""","""165362""","""191194"""
1336,"""MU""","""2505006""","""Cubati (PB)""","""65030""","""66083""","""67701""","""76814"""
1337,"""MU""","""2505105""","""Cuité (PB)""","""204338""","""209907""","""215819""","""220439"""
1338,"""MU""","""2505204""","""Cuitegi (PB)""","""56924""","""63757""","""62092""","""66742"""
1339,"""MU""","""2505238""","""Cuité de Mamanguape (PB)""","""63300""","""60490""","""67720""","""74110"""
1340,"""MU""","""2505279""","""Curral de Cima (PB)""","""48455""","""49157""","""51360""","""55526"""
1341,"""MU""","""2505303""","""Curral Velho (PB)""","""22134""","""23362""","""24919""","""26783"""
1342,"""MU""","""2505352""","""Damião (PB)""","""42138""","""42880""","""46271""","""50276"""
1343,"""MU""","""2505402""","""Desterro (PB)""","""60649""","""61524""","""67393""","""72715"""
1344,"""MU""","""2505501""","""Vista Serrana (PB)""","""33899""","""35561""","""36770""","""39390"""
1345,"""MU""","""2505600""","""Diamante (PB)""","""53047""","""55005""","""55479""","""59345"""
1346,"""MU""","""2505709""","""Dona Inês (PB)""","""80484""","""82106""","""84952""","""93830"""
1347,"""MU""","""2505808""","""Duas Estradas (PB)""","""39447""","""40406""","""42040""","""45025"""
1348,"""MU""","""2505907""","""Emas (PB)""","""33684""","""34101""","""37698""","""41639"""
1349,"""MU""","""2506004""","""Esperança (PB)""","""403539""","""440224""","""467759""","""507256"""
1350,"""MU""","""2506103""","""Fagundes (PB)""","""92542""","""93281""","""101934""","""105312"""
1351,"""MU""","""2506202""","""Frei Martinho (PB)""","""28626""","""29974""","""28869""","""30264"""
1352,"""MU""","""2506251""","""Gado Bravo (PB)""","""64606""","""66691""","""69557""","""76211"""
1353,"""MU""","""2506301""","""Guarabira (PB)""","""959201""","""1086632""","""1057345""","""1790168"""
1354,"""MU""","""2506400""","""Gurinhém (PB)""","""132791""","""130027""","""137913""","""150970"""
1355,"""MU""","""2506509""","""Gurjão (PB)""","""31540""","""32357""","""35154""","""38324"""
1356,"""MU""","""2506608""","""Ibiara (PB)""","""48669""","""49677""","""52443""","""57772"""
1357,"""MU""","""2506707""","""Imaculada (PB)""","""76537""","""83883""","""90919""","""98314"""
1358,"""MU""","""2506806""","""Ingá (PB)""","""165950""","""179280""","""196937""","""194961"""
1359,"""MU""","""2506905""","""Itabaiana (PB)""","""287143""","""308011""","""318024""","""335812"""
1360,"""MU""","""2507002""","""Itaporanga (PB)""","""279755""","""299852""","""308928""","""341235"""
1361,"""MU""","""2507101""","""Itapororoca (PB)""","""172664""","""182845""","""189740""","""206433"""
1362,"""MU""","""2507200""","""Itatuba (PB)""","""111435""","""124482""","""141887""","""155216"""
1363,"""MU""","""2507309""","""Jacaraú (PB)""","""125942""","""135502""","""147576""","""165130"""
1364,"""MU""","""2507408""","""Jericó (PB)""","""64623""","""68120""","""71029""","""76303"""
1365,"""MU""","""2507507""","""João Pessoa (PB)""","""19810216""","""20846014""","""20728227""","""22244284"""
1366,"""MU""","""2507606""","""Juarez Távora (PB)""","""62800""","""62263""","""71196""","""73121"""
1367,"""MU""","""2507705""","""Juazeirinho (PB)""","""172349""","""184579""","""190200""","""210329"""
1368,"""MU""","""2507804""","""Junco do Seridó (PB)""","""69906""","""72918""","""79427""","""96602"""
1369,"""MU""","""2507903""","""Juripiranga (PB)""","""97969""","""103485""","""111256""","""117363"""
1370,"""MU""","""2508000""","""Juru (PB)""","""73573""","""75825""","""80599""","""87266"""
1371,"""MU""","""2508109""","""Lagoa (PB)""","""37904""","""40085""","""47492""","""51232"""
1372,"""MU""","""2508208""","""Lagoa de Dentro (PB)""","""72719""","""74351""","""78625""","""83537"""
1373,"""MU""","""2508307""","""Lagoa Seca (PB)""","""272294""","""280830""","""291431""","""309763"""
1374,"""MU""","""2508406""","""Lastro (PB)""","""26244""","""26142""","""27702""","""29495"""
1375,"""MU""","""2508505""","""Livramento (PB)""","""56863""","""58078""","""62097""","""70043"""
1376,"""MU""","""2508554""","""Logradouro (PB)""","""40158""","""41638""","""43953""","""48651"""
1377,"""MU""","""2508604""","""Lucena (PB)""","""193942""","""181993""","""200775""","""223066"""
1378,"""MU""","""2508703""","""Mãe d'Água (PB)""","""32570""","""33679""","""36835""","""38604"""
1379,"""MU""","""2508802""","""Malta (PB)""","""54406""","""53655""","""73005""","""79659"""
1380,"""MU""","""2508901""","""Mamanguape (PB)""","""636866""","""689371""","""692471""","""805007"""
1381,"""MU""","""2509008""","""Manaíra (PB)""","""75930""","""79276""","""86797""","""101428"""
1382,"""MU""","""2509057""","""Marcação (PB)""","""76637""","""80691""","""87609""","""95670"""
1383,"""MU""","""2509107""","""Mari (PB)""","""200781""","""216414""","""221024""","""241807"""
1384,"""MU""","""2509156""","""Marizópolis (PB)""","""62285""","""69767""","""72834""","""81944"""
1385,"""MU""","""2509206""","""Massaranduba (PB)""","""108062""","""113385""","""123178""","""130381"""
1386,"""MU""","""2509305""","""Mataraca (PB)""","""228470""","""204886""","""225449""","""240531"""
1387,"""MU""","""2509339""","""Matinhas (PB)""","""46851""","""49239""","""51308""","""54035"""
1388,"""MU""","""2509370""","""Mato Grosso (PB)""","""25940""","""27427""","""28766""","""31801"""
1389,"""MU""","""2509396""","""Maturéia (PB)""","""51351""","""54064""","""55539""","""61811"""
1390,"""MU""","""2509404""","""Mogeiro (PB)""","""128304""","""135376""","""164346""","""164372"""
1391,"""MU""","""2509503""","""Montadas (PB)""","""46844""","""48751""","""52421""","""55245"""
1392,"""MU""","""2509602""","""Monte Horebe (PB)""","""36491""","""36239""","""43364""","""48074"""
1393,"""MU""","""2509701""","""Monteiro (PB)""","""523757""","""576911""","""577991""","""635380"""
1394,"""MU""","""2509800""","""Mulungu (PB)""","""76535""","""81247""","""88690""","""98150"""
1395,"""MU""","""2509909""","""Natuba (PB)""","""81796""","""85890""","""92138""","""95465"""
1396,"""MU""","""2510006""","""Nazarezinho (PB)""","""58108""","""58979""","""60640""","""65965"""
1397,"""MU""","""2510105""","""Nova Floresta (PB)""","""84849""","""88924""","""90901""","""99606"""
1398,"""MU""","""2510204""","""Nova Olinda (PB)""","""48725""","""51579""","""52554""","""57802"""
1399,"""MU""","""2510303""","""Nova Palmeira (PB)""","""41784""","""43449""","""42407""","""48983"""
1400,"""MU""","""2510402""","""Olho d'Água (PB)""","""54296""","""54960""","""58388""","""61851"""
1401,"""MU""","""2510501""","""Olivedos (PB)""","""36493""","""38411""","""39888""","""43585"""
1402,"""MU""","""2510600""","""Ouro Velho (PB)""","""30760""","""31562""","""34621""","""38279"""
1403,"""MU""","""2510659""","""Parari (PB)""","""18847""","""20121""","""20862""","""21495"""
1404,"""MU""","""2510709""","""Passagem (PB)""","""23467""","""23848""","""26665""","""28860"""
1405,"""MU""","""2510808""","""Patos (PB)""","""1714453""","""1914109""","""1920850""","""1993586"""
1406,"""MU""","""2510907""","""Paulista (PB)""","""133547""","""137826""","""143653""","""157014"""
1407,"""MU""","""2511004""","""Pedra Branca (PB)""","""30948""","""32176""","""35397""","""37463"""
1408,"""MU""","""2511103""","""Pedra Lavrada (PB)""","""71564""","""71904""","""73973""","""80075"""
1409,"""MU""","""2511202""","""Pedras de Fogo (PB)""","""393917""","""414401""","""537487""","""556476"""
1410,"""MU""","""2511301""","""Piancó (PB)""","""185591""","""189520""","""190593""","""206302"""
1411,"""MU""","""2511400""","""Picuí (PB)""","""181822""","""192775""","""204776""","""213192"""
1412,"""MU""","""2511509""","""Pilar (PB)""","""97033""","""103679""","""112886""","""121700"""
1413,"""MU""","""2511608""","""Pilões (PB)""","""76199""","""74876""","""84386""","""95436"""
1414,"""MU""","""2511707""","""Pilõezinhos (PB)""","""47302""","""49336""","""53523""","""51216"""
1415,"""MU""","""2511806""","""Pirpirituba (PB)""","""87566""","""88955""","""90649""","""95103"""
1416,"""MU""","""2511905""","""Pitimbu (PB)""","""257659""","""318574""","""375323""","""430316"""
1417,"""MU""","""2512002""","""Pocinhos (PB)""","""230942""","""242455""","""271743""","""284640"""
1418,"""MU""","""2512036""","""Poço Dantas (PB)""","""34385""","""36982""","""36279""","""40230"""
